,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
12992,Richmond,3 Longfield St,3,h,1400000,PI,hockingstuart,27/11/2016,2.6,3121,3,1,2.0,528.8290874524715,99.36838298479087,,Yarra,-37.8211,145.0114,Northern Metropolitan,14949
12993,South Melbourne,14/182 Albert Rd,2,u,1500000,VB,Greg,16/04/2016,2.1,3205,2,2,2.0,528.8290874524715,99.36838298479087,2004.0,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943
12994,South Melbourne,203/196 Albert Rd,2,u,1050000,VB,Marshall,17/09/2016,2.1,3205,2,2,2.0,528.8290874524715,122.0,2001.0,Port Phillip,-37.8372,144.9672,Southern Metropolitan,5943
12995,South Melbourne,301/142 Park St,3,u,1550000,PI,Marshall,18/06/2016,2.1,3205,3,4,2.0,528.8290874524715,230.0,,Port Phillip,-37.8337,144.966,Southern Metropolitan,5943
12996,South Melbourne,1/295 Clarendon St,2,u,1360000,S,Cayzer,22/05/2016,2.1,3205,2,1,2.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.8335,144.9611,Southern Metropolitan,5943
12997,South Melbourne,372 Dorcas St,3,h,2300000,S,RT,24/09/2016,2.1,3205,3,2,2.0,528.8290874524715,260.0,1877.0,Port Phillip,-37.8352,144.952,Southern Metropolitan,5943
12998,South Yarra,43/100 Commercial Rd,3,u,1230000,S,Kay,3/12/2016,3.3,3141,3,2,2.0,528.8290874524715,138.0,1998.0,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887
12999,South Yarra,6/371 Toorak Rd,3,u,1880000,S,Abercromby's,3/12/2016,3.3,3141,3,2,2.0,528.8290874524715,99.36838298479087,1968.0,Stonnington,-37.8399,145.0003,Southern Metropolitan,14887
13000,South Yarra,2/1 Walsh St,2,u,1300000,PI,Williams,8/10/2016,3.3,3141,2,2,2.0,528.8290874524715,107.0,1986.0,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887
13001,South Yarra,6/1 Walsh St,2,u,1300000,PI,Williams,8/10/2016,3.3,3141,2,2,1.0,528.8290874524715,107.0,1980.0,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887
13002,South Yarra,1/35 Marne St,3,u,1630000,PI,Jellis,10/09/2016,3.3,3141,3,1,1.0,528.8290874524715,99.36838298479087,,Melbourne,-37.8359,144.9839,Southern Metropolitan,14887
13003,South Yarra,91/390 Toorak Rd,2,u,1030000,VB,Sotheby's,12/06/2016,3.3,3141,2,2,1.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8407,145.0043,Southern Metropolitan,14887
13004,South Yarra,82/390 Toorak Rd,3,u,1072000,S,Kay,13/08/2016,3.3,3141,3,0,0.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8407,145.0043,Southern Metropolitan,14887
13005,South Yarra,8/101 Caroline St,2,u,1240000,S,RT,15/10/2016,3.3,3141,2,2,2.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8343,144.9888,Southern Metropolitan,14887
13006,South Yarra,1/35 Cromwell Rd,3,h,1400000,VB,Marshall,25/02/2017,3.3,3141,3,2,2.0,528.8290874524715,172.0,2005.0,Stonnington,-37.8433,145.0001,Southern Metropolitan,14887
13007,South Yarra,2/28 Walsh St,3,t,1715000,S,Williams,28/08/2016,3.3,3141,2,2,2.0,528.8290874524715,99.36838298479087,,Melbourne,-37.8374,144.9852,Southern Metropolitan,14887
13008,Southbank,80 Coventry St,3,h,1220000,S,Greg,12/11/2016,1.2,3006,3,1,1.0,528.8290874524715,99.36838298479087,,Melbourne,-37.8288,144.9679,Southern Metropolitan,8400
13009,Southbank,6/85 Dodds St,4,u,1250000,S,Kay,12/11/2016,1.2,3006,4,3,1.0,528.8290874524715,176.0,2000.0,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400
13010,St Kilda,52/167 Fitzroy St,3,t,1295000,S,Rodney,16/07/2016,6.1,3182,3,2,2.0,528.8290874524715,200.0,2000.0,Port Phillip,-37.8584,144.9802,Southern Metropolitan,13240
13011,St Kilda,7/17 Herbert St,1,u,1210000,PI,Buxton,18/03/2017,6.1,3182,1,1,1.0,528.8290874524715,49.0,1970.0,Port Phillip,-37.8716,144.9828,Southern Metropolitan,13240
13012,St Kilda,51/167 Fitzroy St,3,u,1600000,PI,Kay,25/02/2017,6.1,3182,3,2,2.0,528.8290874524715,3.0,1850.0,Port Phillip,-37.8584,144.9802,Southern Metropolitan,13240
13013,Strathmore,69 Lloyd St,4,h,1635000,S,Considine,11/02/2017,9.7,3041,4,2,3.0,528.8290874524715,297.0,1995.0,Moonee Valley,-37.7354,144.9128,Western Metropolitan,3284
13014,Strathmore,355 Napier St,4,h,1300000,PI,Nelson,12/11/2016,9.7,3041,4,3,2.0,528.8290874524715,160.0,1970.0,Moonee Valley,-37.7337,144.9184,Western Metropolitan,3284
13015,Thornbury,59A Fyffe St,3,h,1190000,S,McGrath,18/03/2017,6.5,3071,3,1,0.0,528.8290874524715,99.36838298479087,,Darebin,-37.7539,144.989,Northern Metropolitan,8870
13016,Toorak,4/568 Toorak Rd,3,u,1100000,VB,Rodney,4/03/2017,4.6,3142,3,2,1.0,528.8290874524715,126.0,1935.0,Stonnington,-37.8429,145.0227,Southern Metropolitan,7217
13017,Toorak,2/703 Orrong Rd,2,u,1450000,PI,Williams,8/10/2016,4.6,3142,2,2,2.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8414,145.0137,Southern Metropolitan,7217
13018,Toorak,3/1085 Malvern Rd,3,u,2205000,S,Jellis,15/10/2016,4.6,3142,4,2,2.0,528.8290874524715,185.0,2014.0,Stonnington,-37.8512,145.0282,Southern Metropolitan,7217
13019,Toorak,18/703 Orrong Rd,2,u,1100000,VB,David,15/10/2016,4.6,3142,3,2,2.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8414,145.0137,Southern Metropolitan,7217
13020,West Melbourne,44 Anderson St,3,t,1010000,S,Jellis,3/09/2016,1.9,3003,3,3,2.0,528.8290874524715,132.0,1940.0,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230
13021,West Melbourne,2/212 Roden St,2,t,1055000,S,Jellis,8/10/2016,1.9,3003,2,1,1.0,528.8290874524715,154.0,2009.0,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230
13022,Windsor,50 Andrew St,2,h,1500000,S,Jellis,19/11/2016,5.1,3181,2,1,2.0,528.8290874524715,96.0,1928.0,Stonnington,-37.8518,144.9868,Southern Metropolitan,4380
13023,Windsor,46/174 Peel St,2,u,1200000,SP,Jellis,19/11/2016,5.1,3181,2,2,1.0,528.8290874524715,111.0,2007.0,Port Phillip,-37.8563,144.9916,Southern Metropolitan,4380
13024,Brunswick East,1/10 Linden St,3,t,1010000,S,Nelson,23/04/2016,4.5,3057,3,2,1.0,528.8290874524715,133.0,2014.0,Moreland,-37.774,144.9731,Northern Metropolitan,5533
13025,Burnley,60 Gibdon St,2,h,1005000,SP,Biggin,3/12/2016,3.5,3121,2,1,0.0,528.8290874524715,99.36838298479087,,Yarra,-37.8301,145.0103,Northern Metropolitan,438
13026,Carlton,99 Neill St,3,h,1600000,SP,Nelson,17/09/2016,1.8,3053,2,3,1.0,528.8290874524715,192.0,,Melbourne,-37.7945,144.9718,Northern Metropolitan,6786
13027,Carlton,99 Neill St,3,h,1550000,VB,Nelson,22/08/2016,1.8,3053,2,3,1.0,528.8290874524715,192.0,,Melbourne,-37.7945,144.9718,Northern Metropolitan,6786
13028,Carlton,2/105 Neill St,3,u,1110000,S,Nelson,24/09/2016,1.8,3053,3,2,1.0,528.8290874524715,99.36838298479087,,Melbourne,-37.7946,144.9716,Northern Metropolitan,6786
13029,East Melbourne,6/45 Gipps St,1,u,1015000,S,Caine,8/10/2016,1.5,3002,1,1,1.0,528.8290874524715,99.36838298479087,,Melbourne,-37.8136,144.9892,Northern Metropolitan,3040
13030,East Melbourne,706/30 St Andrews Pl,2,u,1400000,S,Caine,8/10/2016,1.5,3002,2,2,1.0,528.8290874524715,99.36838298479087,,Melbourne,-37.8118,144.9762,Northern Metropolitan,3040
13031,East Melbourne,203/140 Gipps St,2,u,1935000,SP,Nelson,16/07/2016,1.5,3002,2,2,2.0,528.8290874524715,150.0,2010.0,Melbourne,-37.8127,144.9847,Northern Metropolitan,3040
13032,Hawthorn East,5a Garden St,3,t,1790000,S,Jellis,17/09/2016,7.5,3123,3,2,2.0,528.8290874524715,99.36838298479087,,Boroondara,-37.8356,145.0519,Southern Metropolitan,6482
13033,Hawthorn East,103 Pleasant Rd,5,h,1900000,VB,Kay,28/05/2016,7.5,3123,3,3,3.0,528.8290874524715,99.36838298479087,,Boroondara,-37.8351,145.0554,Southern Metropolitan,6482
13034,Heidelberg,34 Quinn St,3,h,1125000,VB,Ray,30/07/2016,10.6,3084,3,1,2.0,528.8290874524715,125.0,1950.0,Banyule,-37.7502,145.0718,Eastern Metropolitan,2890
13035,Ormond,1 Carcoola Ct,3,h,1470000,S,Woodards,25/02/2017,11.8,3204,3,2,2.0,528.8290874524715,163.0,1980.0,Glen Eira,-37.9071,145.0439,Southern Metropolitan,3578
13036,West Footscray,4 Rupert St,4,h,1225000,PI,Jas,7/11/2016,8.2,3012,4,2,2.0,528.8290874524715,99.36838298479087,,Maribyrnong,-37.7992,144.8772,Western Metropolitan,5058
13037,Docklands,202/440 Docklands Dr,4,t,1370000,S,Raine,13/08/2016,1.9,3008,4,2,2.0,528.8290874524715,99.36838298479087,,Melbourne,-37.8141,144.9387,Southern Metropolitan,4707
13038,Albert Park,13/123 Beaconsfield Pde,1,u,1100000,PI,Nelson,8/04/2017,3.3,3206,1,1,1.0,528.8290874524715,64.0,1888.0,Port Phillip,-37.8487,144.9511,Southern Metropolitan,3280
13039,Armadale,4/10 St Georges Rd,3,t,1005000,S,Kay,22/04/2017,6.3,3143,3,2,2.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8606,145.0209,Southern Metropolitan,4836
13040,Brighton,2 Normanby St,3,h,2225000,PI,Nick,8/04/2017,11.2,3186,3,2,2.0,528.8290874524715,167.0,1980.0,Bayside,-37.911,144.9866,Southern Metropolitan,10579
13041,Brighton,8/20 Yuille St,3,t,2100000,S,Buxton,8/04/2017,11.2,3186,3,2,4.0,528.8290874524715,145.0,1970.0,Bayside,-37.928000000000004,145.0002,Southern Metropolitan,10579
13042,Brighton,56 Asling St,3,t,1990000,S,Buxton,22/04/2017,11.2,3186,3,2,2.0,528.8290874524715,189.0,1935.0,Bayside,-37.900999999999996,145.0026,Southern Metropolitan,10579
13043,Brighton,3/12 Wellington St,3,u,1221000,S,Nick,22/04/2017,11.2,3186,3,2,2.0,528.8290874524715,109.0,1975.0,Bayside,-37.9163,144.9901,Southern Metropolitan,10579
13044,Brunswick,6/1 Heller St,4,h,1900000,VB,Nelson,20/05/2017,5.2,3056,4,3,2.0,528.8290874524715,212.0,2012.0,Moreland,-37.775,144.9513,Northern Metropolitan,11918
13045,Glen Iris,2/15 Scott Gr,3,t,1253000,S,Abercromby's,8/04/2017,9.2,3146,3,2,2.0,528.8290874524715,131.0,1995.0,Stonnington,-37.8574,145.0494,Southern Metropolitan,10412
13046,Hawthorn East,4/26 Redfern Rd,3,t,1264000,S,hockingstuart,8/04/2017,7.5,3123,3,2,2.0,528.8290874524715,187.0,2010.0,Boroondara,-37.8302,145.0527,Southern Metropolitan,6482
13047,Hawthorn East,1002/480 Riversdale Rd,2,u,1462000,S,Jellis,8/04/2017,7.5,3123,2,2,3.0,528.8290874524715,99.36838298479087,,Boroondara,-37.8315,145.0559,Southern Metropolitan,6482
13048,Melbourne,601/616 Little Collins St,4,u,1850000,VB,hockingstuart,8/04/2017,2.8,3000,4,2,1.0,528.8290874524715,213.0,1938.0,Melbourne,-37.8177,144.9544,Northern Metropolitan,17496
13049,Port Melbourne,108/40 Beach St,2,u,1110000,S,RT,29/04/2017,3.8,3207,2,2,1.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.8427,144.9378,Southern Metropolitan,8648
13050,Port Melbourne,9/23 Beaconsfield Pde,2,u,2250000,S,Greg,29/04/2017,3.8,3207,2,2,2.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.8444,144.9421,Southern Metropolitan,8648
13051,Richmond,1/2 Little Kent St,2,t,1090000,S,Fletchers,8/04/2017,2.6,3121,2,2,1.0,528.8290874524715,137.0,2002.0,Yarra,-37.8151,145.0003,Northern Metropolitan,14949
13052,Richmond,6/323 Church St,3,t,1052000,S,Jellis,20/05/2017,2.6,3121,3,1,2.0,528.8290874524715,100.0,2010.0,Yarra,-37.8221,144.9988,Northern Metropolitan,14949
13053,West Melbourne,3/212 Roden St,2,t,1013000,S,Alexkarbon,20/05/2017,1.9,3003,2,2,1.0,528.8290874524715,130.0,2010.0,Melbourne,-37.8094,144.9452,Northern Metropolitan,2230
13054,Port Melbourne,6/156 Bay St,3,u,1631000,S,Cayzer,1/07/2017,3.5,3207,3,2,2.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.840070000000004,144.94128999999998,Southern Metropolitan,8648
13055,Prahran,1/648 High St,2,u,1240000,S,Rounds,1/07/2017,4.6,3181,2,1,1.0,528.8290874524715,99.36838298479087,,Stonnington,-37.85417,145.00929,Southern Metropolitan,7717
13056,South Yarra,23/350 Toorak Rd,3,u,1235000,S,Jellis,1/07/2017,2.7,3141,3,2,1.0,528.8290874524715,120.0,,Stonnington,-37.84024,145.00038999999998,Southern Metropolitan,14887
13057,Brighton,18/4 Dudley St,2,u,1400000,PI,Hodges,3/06/2017,10.5,3186,2,2,2.0,528.8290874524715,104.0,,Bayside,-37.90115,144.98776,Southern Metropolitan,10579
13058,Port Melbourne,120/1 Graham St,3,u,1725000,PI,Marshall,3/06/2017,3.5,3207,3,2,2.0,528.8290874524715,189.0,2000.0,Port Phillip,-37.8429,144.94487,Southern Metropolitan,8648
13059,South Yarra,3/44 Walsh St,3,u,2400000,VB,Jellis,3/06/2017,2.7,3141,3,2,1.0,528.8290874524715,99.36838298479087,1940.0,Melbourne,-37.8369,144.98514,Southern Metropolitan,14887
13060,Toorak,3/14 Martin Ct,3,u,2000000,VB,Castran,3/06/2017,4.1,3142,3,2,2.0,528.8290874524715,99.36838298479087,,Stonnington,-37.84212,145.01346,Southern Metropolitan,7217
13061,Balwyn North,1/37 Aylmer St,3,u,1420000,PI,hockingstuart,17/06/2017,9.7,3104,3,2,2.0,528.8290874524715,99.36838298479087,,Boroondara,-37.79673,145.06853,Southern Metropolitan,7809
13062,Caulfield South,2/203 North Rd,3,t,1237000,S,Gary,17/06/2017,8.7,3162,3,2,2.0,528.8290874524715,135.0,1990.0,Glen Eira,-37.90034,145.01283,Southern Metropolitan,5051
13063,South Melbourne,1403/38 Bank St,3,u,1250000,S,Greg,17/06/2017,1.9,3205,3,2,3.0,528.8290874524715,113.0,2001.0,Port Phillip,-37.83185,144.96817,Southern Metropolitan,5943
13064,South Yarra,37/12 Copelen St,2,t,1050000,S,Kay,17/06/2017,2.7,3141,2,1,1.0,528.8290874524715,99.36838298479087,,Stonnington,-37.83543,144.99907,Southern Metropolitan,14887
13065,Prahran,9/305 Dandenong Rd,2,u,1020000,S,hockingstuart,24/06/2017,4.6,3181,2,1,1.0,528.8290874524715,102.0,1920.0,Stonnington,-37.85931,145.00616000000002,Southern Metropolitan,7717
13066,Brighton,30/49 Head St,3,t,1600000,VB,Chisholm,27/05/2017,10.5,3186,3,2,4.0,528.8290874524715,99.36838298479087,,Bayside,-37.89168,144.99161999999998,Southern Metropolitan,10579
13067,Brighton,1/18 William St,3,u,1370000,S,Hodges,27/05/2017,10.5,3186,3,1,2.0,528.8290874524715,99.36838298479087,,Bayside,-37.90899,145.00046,Southern Metropolitan,10579
13068,Carlton,1003/123 Pelham St,2,u,1100000,VB,Jellis,27/05/2017,1.6,3053,2,2,2.0,528.8290874524715,99.36838298479087,2008.0,Melbourne,-37.80279,144.96442,Northern Metropolitan,6786
13069,Carnegie,3/51 Coorigil Rd,3,u,1042000,S,hockingstuart,27/05/2017,10.1,3163,3,2,2.0,528.8290874524715,122.0,2008.0,Glen Eira,-37.89622,145.06032,Southern Metropolitan,7822
13070,Glen Iris,68 Martin Rd,3,h,1440000,S,Abercromby's,27/05/2017,7.3,3146,3,2,2.0,528.8290874524715,99.36838298479087,,Boroondara,-37.85139,145.05835,Southern Metropolitan,10412
13071,Brighton,10/32 Outer Cr,3,u,1180000,VB,Buxton,8/07/2017,10.5,3186,3,2,2.0,528.8290874524715,99.36838298479087,2011.0,Bayside,-37.90542,144.99817,Southern Metropolitan,10579
13072,Melbourne,61/299 Queen St,2,u,1075000,SP,Melbourne,8/07/2017,0.0,3000,2,2,1.0,528.8290874524715,99.36838298479087,,Melbourne,-37.811409999999995,144.95879,Northern Metropolitan,17496
13073,Prahran,610/220 Commercial Rd,2,u,1003000,S,hockingstuart,8/07/2017,4.6,3181,2,2,1.0,528.8290874524715,99.36838298479087,2003.0,Stonnington,-37.846959999999996,144.99364,Southern Metropolitan,7717
13074,Strathmore,32 Carnarvon Rd,4,h,1140000,VB,Nelson,8/07/2017,8.2,3041,4,2,2.0,528.8290874524715,99.36838298479087,2005.0,Moonee Valley,-37.73831,144.91114,Western Metropolitan,3284
13075,Brighton,4/170 Church St,3,u,1296000,S,Biggin,12/08/2017,10.5,3186,3,1,2.0,528.8290874524715,99.36838298479087,,Bayside,-37.91733,144.99747,Southern Metropolitan,10579
13076,Elwood,2/27 Foam St,3,t,1225000,SP,Marshall,12/08/2017,7.2,3184,3,2,2.0,528.8290874524715,99.36838298479087,2008.0,Port Phillip,-37.886559999999996,144.99068,Southern Metropolitan,8989
13077,Hawthorn,3/20 Yarra Gr,3,h,1485000,S,Marshall,12/08/2017,5.3,3122,3,2,2.0,528.8290874524715,139.0,1975.0,Boroondara,-37.82452,145.02204,Southern Metropolitan,11308
13078,Kew,3/33 Parkhill Rd,3,t,1007000,S,Nelson,12/08/2017,5.4,3101,3,2,1.0,528.8290874524715,114.0,1977.0,Boroondara,-37.80495,145.04949,Southern Metropolitan,10331
13079,Port Melbourne,202/90 Beach St,2,u,1480000,S,Cayzer,12/08/2017,3.5,3207,2,2,2.0,528.8290874524715,99.36838298479087,2000.0,Port Phillip,-37.84068,144.93547,Southern Metropolitan,8648
13080,South Yarra,2/1 Alexandra Av,2,u,1350000,S,Kay,12/08/2017,2.7,3141,2,2,1.0,528.8290874524715,109.0,1930.0,Melbourne,-37.82863,144.98514,Southern Metropolitan,14887
13081,Toorak,3/716 Orrong Rd,3,u,1860000,S,Scott,12/08/2017,4.1,3142,3,2,2.0,528.8290874524715,176.0,1930.0,Stonnington,-37.8404,145.01425,Southern Metropolitan,7217
13082,Toorak,9/758 Orrong Rd,3,u,1400000,VB,Marshall,12/08/2017,4.1,3142,3,2,2.0,528.8290874524715,99.36838298479087,1975.0,Stonnington,-37.83725,145.01476,Southern Metropolitan,7217
13083,Parkdale,1/6 Birdwood St,3,t,1190000,PI,Hodges,15/07/2017,21.5,3195,3,2,2.0,528.8290874524715,131.0,2013.0,Kingston,-37.99577,145.07215,South-Eastern Metropolitan,5087
13084,Collingwood,53 Mater St,2,h,1080000,S,Nelson,22/07/2017,2.0,3066,2,1,0.0,528.8290874524715,94.0,1890.0,Yarra,-37.79589,144.98863,Northern Metropolitan,4553
13085,South Yarra,10/391 Toorak Rd,2,u,1340000,S,Marshall,22/07/2017,2.7,3141,2,2,2.0,528.8290874524715,133.0,1995.0,Stonnington,-37.84018,145.00265,Southern Metropolitan,14887
13086,Elwood,4/19 Ruskin St,3,t,1035000,S,Chisholm,29/07/2017,7.2,3184,3,2,2.0,528.8290874524715,111.0,2010.0,Port Phillip,-37.87472,144.98235,Southern Metropolitan,8989
13087,Surrey Hills,6/91 Warrigal Rd,3,u,1050000,PI,hockingstuart,29/07/2017,10.2,3127,3,2,2.0,528.8290874524715,99.36838298479087,,Whitehorse,-37.83358,145.09884,Southern Metropolitan,5457
13088,Balwyn North,9 Gildan St,3,h,2000000,VB,Kay,28/08/2016,9.2,3104,3,1,2.0,705.0,99.36838298479087,,Boroondara,-37.8002,145.07,Southern Metropolitan,7809
13089,Essendon North,1 Dudley St,3,h,1425000,S,McGrath,25/02/2017,9.4,3041,3,2,2.0,10100.0,99.36838298479087,,Moonee Valley,-37.7376,144.8954,Western Metropolitan,1308
13090,Port Melbourne,36/3 Seisman Pl,2,u,1340000,VB,Chisholm,3/12/2016,3.8,3207,2,2,2.0,210.0,99.36838298479087,2000.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648
13091,Port Melbourne,55/4 Seisman Pl,2,u,1030000,S,Buxton,29/04/2017,3.8,3207,2,2,2.0,250.0,99.0,2005.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648
13092,Silvan,1 Parker Rd,4,h,1070000,S,Ray,24/06/2017,34.6,3795,4,2,3.0,38490.0,99.36838298479087,,Yarra Ranges,-37.83229,145.43003000000002,Eastern Victoria,457
13093,Silvan,16 Eleanor Dr,3,h,1085000,S,Harcourts,27/05/2017,34.6,3795,3,2,2.0,750.0,99.36838298479087,,Yarra Ranges,-37.847390000000004,145.47052,Eastern Victoria,457
13094,South Yarra,1001/800 Chapel St,2,u,1090000,S,hockingstuart,29/07/2017,2.7,3141,2,2,2.0,200.0,99.36838298479087,2000.0,Stonnington,-37.83613,144.99661,Southern Metropolitan,14887
13095,Kew East,9 Tanner Av,4,h,1600000,VB,Noel,3/09/2017,7.3,3102,4,2,2.0,630.0,99.36838298479087,1940.0,,-37.79459,145.03921,Southern Metropolitan,2671
13096,New Gisborne,71 Hamilton Rd,5,h,1355000,S,Raine,23/09/2017,48.1,3438,5,3,5.0,16000.0,44515.0,,,-37.453920000000004,144.58864,Northern Victoria,849
13097,Albert Park,112 Beaconsfield Pde,3,h,2850000,PI,Buxton,4/03/2017,3.3,3206,3,2,0.0,211.0,198.0,1890.0,Port Phillip,-37.8481,144.9499,Southern Metropolitan,3280
13098,Albert Park,2 Dundas Pl,3,h,2615000,S,Cayzer,10/12/2016,3.3,3206,3,2,1.0,177.0,181.0,1880.0,Port Phillip,-37.8415,144.9585,Southern Metropolitan,3280
13099,Albert Park,70 Barrett St,3,h,2575000,S,Greg,15/10/2016,3.3,3206,3,2,1.0,228.0,170.58044298440984,,Port Phillip,-37.8445,144.9501,Southern Metropolitan,3280
13100,Albert Park,97 Page St,3,h,3010000,S,Greg,18/03/2017,3.3,3206,3,2,0.0,147.0,146.0,1890.0,Port Phillip,-37.8473,144.9551,Southern Metropolitan,3280
13101,Albert Park,55 Withers St,4,h,2800000,VB,Cayzer,18/06/2016,3.3,3206,4,3,1.0,327.0,254.0,1910.0,Port Phillip,-37.8467,144.9475,Southern Metropolitan,3280
13102,Albert Park,22 Greig St,3,h,3755000,S,Greg,26/07/2016,3.3,3206,3,2,2.0,325.0,170.58044298440984,,Port Phillip,-37.8413,144.95,Southern Metropolitan,3280
13103,Alphington,83 Fulham Rd,5,h,2840000,S,Nelson,12/06/2016,6.4,3078,5,4,4.0,809.0,165.0,1910.0,Darebin,-37.775,145.0268,Northern Metropolitan,2211
13104,Armadale,526 Orrong Rd,4,h,3000000,VB,Jellis,4/06/2016,6.3,3143,4,2,2.0,1581.0,170.58044298440984,1934.0,Stonnington,-37.858000000000004,145.0111,Southern Metropolitan,4836
13105,Armadale,35 Northcote Rd,4,h,2801000,S,Marshall,12/11/2016,6.3,3143,4,2,2.0,624.0,222.0,1900.0,Stonnington,-37.8536,145.0173,Southern Metropolitan,4836
13106,Armadale,61 Union St,4,h,3660000,S,Jellis,25/02/2017,6.3,3143,4,3,2.0,421.0,170.58044298440984,,Stonnington,-37.8593,145.0275,Southern Metropolitan,4836
13107,Armadale,44 Denbigh Rd,4,h,3625000,S,Jellis,27/11/2016,6.3,3143,4,1,2.0,709.0,251.0,1900.0,Stonnington,-37.8574,145.016,Southern Metropolitan,4836
13108,Armadale,44 Hampden Rd,4,h,4200000,VB,Kay,27/11/2016,6.3,3143,4,3,3.0,563.0,333.0,2000.0,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836
13109,Armadale,4 Mercer Rd,3,h,3512500,S,Marshall,27/11/2016,6.3,3143,3,2,2.0,617.0,285.0,1998.0,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836
13110,Armadale,16 Llaneast St,5,h,2810000,S,Marshall,28/08/2016,6.3,3143,5,2,2.0,617.0,170.58044298440984,,Stonnington,-37.8611,145.0271,Southern Metropolitan,4836
13111,Ashburton,61 Dent St,4,h,2650000,S,Marshall,3/09/2016,11.0,3147,4,3,2.0,753.0,399.0,2015.0,Boroondara,-37.8669,145.0767,Southern Metropolitan,3052
13112,Ashburton,115 Ashburn Gr,8,h,2950000,S,hockingstuart,10/09/2016,11.0,3147,9,7,4.0,1472.0,618.0,2009.0,Boroondara,-37.8729,145.0788,Southern Metropolitan,3052
13113,Ashburton,29A Yuile St,5,h,3510000,S,Jellis,18/03/2017,11.0,3147,5,5,2.0,755.0,444.0,2015.0,Boroondara,-37.8598,145.0796,Southern Metropolitan,3052
13114,Ashburton,15 Comas Gr,5,h,2752000,S,Jellis,22/08/2016,11.0,3147,6,4,2.0,1075.0,390.0,2010.0,Boroondara,-37.8714,145.07299999999998,Southern Metropolitan,3052
13115,Balwyn,112 Belmore Rd,5,h,2570000,PI,RT,3/12/2016,9.7,3103,5,3,2.0,715.0,420.0,2009.0,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682
13116,Balwyn,4 Melba Ct,5,h,3250000,PI,hockingstuart,3/12/2016,9.7,3103,5,5,2.0,651.0,410.0,,Boroondara,-37.8071,145.0908,Southern Metropolitan,5682
13117,Balwyn,349 Union Rd,6,h,4000000,VB,Jellis,3/12/2016,9.7,3103,6,4,7.0,2051.0,449.0,1935.0,Boroondara,-37.8051,145.1016,Southern Metropolitan,5682
13118,Balwyn,40 Metung St,5,h,2800000,VB,Marshall,4/06/2016,9.7,3103,5,3,2.0,678.0,349.0,2001.0,Boroondara,-37.8048,145.0708,Southern Metropolitan,5682
13119,Balwyn,18 Fitzgerald St,4,h,3180000,S,Kay,10/12/2016,9.7,3103,4,3,4.0,1148.0,170.58044298440984,,Boroondara,-37.8088,145.0991,Southern Metropolitan,5682
13120,Balwyn,18 Metung St,5,h,3600000,SP,Marshall,10/12/2016,9.7,3103,5,3,2.0,678.0,170.58044298440984,,Boroondara,-37.8063,145.0705,Southern Metropolitan,5682
